campaign_id,company,campaign_type,target_audience,duration,channel_used,location,language,customer_segment,date,year,month,weekday,spend,impressions,clicks,conversions,ctr,cvr,cpc,cpm,roas,roi,cpa,revenue,engagement_score
62419,NexGen Systems,Search,Women 25-34,15 days,Email,Miami,French,Tech Enthusiasts,2021-01-04,2021,1,Monday,6843.0,9561,340,24,0.0355611337726179,0.0705882352941176,20.126470588235293,715.7201129588955,7.35,6.35,285.125,50296.05,8
191629,NexGen Systems,Display,All Ages,15 days,Instagram,Los Angeles,French,Foodies,2021-01-04,2021,1,Monday,14092.0,7847,513,77,0.0653753026634382,0.1500974658869395,27.469785575048732,1795.8455460685611,5.91,4.91,183.01298701298705,83283.72,8
72639,DataTech Solutions,Email,All Ages,15 days,Google Ads,New York,French,Tech Enthusiasts,2021-01-04,2021,1,Monday,19711.0,1080,736,81,0.6814814814814815,0.1100543478260869,26.78125,18250.925925925927,7.5,6.5,243.34567901234567,147832.5,4
197834,TechCorp,Social Media,Men 18-24,15 days,Website,Miami,French,Foodies,2021-01-04,2021,1,Monday,7535.0,4210,635,38,0.1508313539192399,0.0598425196850393,11.866141732283465,1789.7862232779098,4.34,3.34,198.28947368421052,32701.9,1
96729,Innovate Industries,Search,Women 25-34,30 days,Google Ads,Los Angeles,French,Health & Wellness,2021-01-04,2021,1,Monday,5130.0,2348,631,25,0.2687393526405451,0.0396196513470681,8.129952456418383,2184.838160136286,5.4,4.4,205.2,27702.000000000004,8
177029,DataTech Solutions,Display,Women 35-44,30 days,Website,Houston,Spanish,Tech Enthusiasts,2021-01-04,2021,1,Monday,11424.0,5628,702,56,0.1247334754797441,0.0797720797720797,16.273504273504273,2029.8507462686568,8.34,7.34,204.0,95276.16,10
109504,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,Chicago,Spanish,Outdoor Adventurers,2021-01-04,2021,1,Monday,10062.0,7680,171,21,0.022265625,0.1228070175438596,58.8421052631579,1310.15625,5.53,4.53,479.1428571428572,55642.86,8
19714,DataTech Solutions,Search,Women 35-44,30 days,Facebook,Houston,Mandarin,Foodies,2021-01-04,2021,1,Monday,19824.0,6417,230,16,0.03584229390681,0.0695652173913043,86.19130434782609,3089.2940626460963,4.92,3.92,1239.0,97534.08,6
170824,Innovate Industries,Display,Men 18-24,45 days,Facebook,Chicago,French,Tech Enthusiasts,2021-01-04,2021,1,Monday,8432.0,7500,833,75,0.1110666666666666,0.0900360144057623,10.122448979591836,1124.2666666666669,6.37,5.37,112.42666666666666,53711.84,2
181044,Innovate Industries,Social Media,Women 35-44,45 days,YouTube,Miami,French,Foodies,2021-01-04,2021,1,Monday,5695.0,7860,452,41,0.0575063613231552,0.0907079646017699,12.599557522123892,724.5547073791348,8.1,7.1,138.90243902439025,46129.5,4
180314,DataTech Solutions,Email,Men 18-24,60 days,Facebook,New York,Spanish,Foodies,2021-01-04,2021,1,Monday,14830.0,4491,585,70,0.1302605210420841,0.1196581196581196,25.35042735042735,3302.159875306168,5.579999999999999,4.58,211.8571428571429,82751.4,4
165350,TechCorp,Email,Women 25-34,15 days,Facebook,Chicago,English,Tech Enthusiasts,2021-01-05,2021,1,Tuesday,11391.0,3853,590,65,0.1531274331689592,0.1101694915254237,19.30677966101695,2956.3976122501945,5.38,4.38,175.24615384615385,61283.58,3
152575,Alpha Innovations,Display,Women 35-44,30 days,Facebook,New York,English,Outdoor Adventurers,2021-01-05,2021,1,Tuesday,5747.0,5611,343,41,0.0611299233648191,0.119533527696793,16.755102040816325,1024.2381037248265,6.44,5.44,140.17073170731706,37010.68,5
154035,Alpha Innovations,Email,Men 25-34,60 days,Facebook,New York,English,Outdoor Adventurers,2021-01-05,2021,1,Tuesday,6006.0,1023,878,61,0.8582600195503421,0.0694760820045558,6.840546697038724,5870.967741935484,3.28,2.28,98.45901639344262,19699.68,5
150020,NexGen Systems,Search,Women 25-34,15 days,Website,New York,English,Outdoor Adventurers,2021-01-05,2021,1,Tuesday,19911.0,7587,529,16,0.0697245287992619,0.0302457466918714,37.63894139886578,2624.357453538948,7.37,6.37,1244.4375,146744.07,9
178490,NexGen Systems,Search,Women 25-34,30 days,Facebook,New York,German,Foodies,2021-01-05,2021,1,Tuesday,8563.0,6232,455,9,0.0730102695763799,0.0197802197802197,18.81978021978022,1374.0372272143777,7.81,6.81,951.4444444444443,66877.03,5
104760,Alpha Innovations,Display,Men 18-24,60 days,Google Ads,Chicago,Mandarin,Tech Enthusiasts,2021-01-05,2021,1,Tuesday,10373.0,9665,385,35,0.0398344542162441,0.0909090909090909,26.942857142857143,1073.2540093119503,8.48,7.48,296.37142857142857,87963.04000000001,5
168635,NexGen Systems,Display,Women 25-34,30 days,Email,Miami,German,Health & Wellness,2021-01-05,2021,1,Tuesday,18315.0,1841,155,20,0.0841933731667572,0.1290322580645161,118.16129032258064,9948.397609994568,7.1,6.1,915.75,130036.5,10
88335,DataTech Solutions,Display,Women 25-34,15 days,Email,Houston,Mandarin,Fashionistas,2021-01-05,2021,1,Tuesday,19635.0,8975,976,98,0.1087465181058495,0.1004098360655737,20.11782786885246,2187.74373259053,3.41,2.41,200.3571428571429,66955.35,1
139435,Innovate Industries,Display,Men 18-24,30 days,Google Ads,Miami,Mandarin,Health & Wellness,2021-01-05,2021,1,Tuesday,16547.0,6920,806,40,0.1164739884393063,0.0496277915632754,20.529776674937967,2391.1849710982656,8.879999999999999,7.88,413.675,146937.36,9
5,NexGen Systems,Email,Men 25-34,15 days,YouTube,Los Angeles,Mandarin,Health & Wellness,2021-01-05,2021,1,Tuesday,16452.0,4201,379,19,0.0902166150916448,0.050131926121372,43.4089709762533,3916.2104260890264,7.5,6.5,865.8947368421053,123390.0,3
57310,Alpha Innovations,Search,Women 25-34,45 days,Instagram,Houston,German,Fashionistas,2021-01-05,2021,1,Tuesday,16172.0,3299,857,26,0.25977568960291,0.0303383897316219,18.870478413068845,4902.091542891785,7.36,6.36,622.0,119025.92,2
74830,DataTech Solutions,Social Media,Women 35-44,45 days,YouTube,Houston,English,Outdoor Adventurers,2021-01-05,2021,1,Tuesday,17361.0,3169,559,73,0.1763963395392868,0.1305903398926654,31.057245080500895,5478.384348374882,5.91,4.91,237.8219178082192,102603.51,10
142355,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,Miami,Mandarin,Fashionistas,2021-01-05,2021,1,Tuesday,6412.0,2229,665,47,0.2983400628084343,0.0706766917293233,9.642105263157896,2876.6262898160608,7.440000000000001,6.44,136.4255319148936,47705.280000000006,1
63150,NexGen Systems,Search,Men 25-34,30 days,Email,Chicago,English,Health & Wellness,2021-01-05,2021,1,Tuesday,10762.0,1392,923,129,0.6630747126436781,0.1397616468039003,11.659804983748646,7731.3218390804595,8.559999999999999,7.56,83.42635658914729,92122.72,2
96000,DataTech Solutions,Email,All Ages,60 days,Website,Miami,German,Tech Enthusiasts,2021-01-05,2021,1,Tuesday,7117.0,4346,829,91,0.1907501150483203,0.1097708082026538,8.585042219541617,1637.5977910722504,3.44,2.44,78.20879120879121,24482.48,1
17525,TechCorp,Search,Women 35-44,30 days,Instagram,New York,Mandarin,Tech Enthusiasts,2021-01-05,2021,1,Tuesday,7217.0,3309,983,147,0.2970686007857359,0.1495422177009155,7.341810783316379,2181.021456633424,6.98,5.98,49.095238095238095,50374.66,2
3290,Alpha Innovations,Search,Men 18-24,60 days,Email,Miami,English,Outdoor Adventurers,2021-01-05,2021,1,Tuesday,11906.0,4004,836,100,0.2087912087912088,0.1196172248803827,14.241626794258371,2973.5264735264736,4.2,3.2,119.06,50005.2,6
91620,NexGen Systems,Email,Men 25-34,15 days,Instagram,Los Angeles,French,Fashionistas,2021-01-05,2021,1,Tuesday,11115.0,1698,722,29,0.425206124852768,0.0401662049861495,15.394736842105264,6545.936395759718,8.15,7.15,383.2758620689655,90587.25,2
